COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata
17968592,2061100891,,3212460,86687,86696,2061100891,HUNEDOARA,,,3,"""LICEUL TEORETIC """"TEGLAS GABOR"""" DEVA""",LICEUL TEORETIC TEGLAS GABOR DEVA,DEVA,Anemonelor,
,2062101458,2061100674,,86990,87004,2062101458,HUNEDOARA,,,9,ŞCOALA GIMNAZIALĂ NR. 2 PETROŞANI,SCOALA GIMNAZIALA NR 2 PETROSANI,PETROŞANI,Gh. Baritiu,
,2062101268,2061101006,529036,91232,91303,2062101268,HUNEDOARA,,,,ȘCOALA PRIMARĂ SÎNPETRU,SCOALA PRIMARA SINPETRU,SÂNPETRU,,
,2062100267,2061100882,,91688,91697,2062100267,HUNEDOARA,,,23,ȘCOALA PRIMARĂ TURDAȘ,SCOALA PRIMARA TURDAS,TURDAŞ,,
,2062101205,2061103347,,89561,89641,2062101205,HUNEDOARA,,,,ŞCOALA PRIMARĂ HOMOROD SUSENI,SCOALA PRIMARA HOMOROD SUSENI,HOMOROD,,
29070055,2061100995,,528844,90066,90075,2061100995,HUNEDOARA,,,,ȘCOALA PRIMARĂ LELESE,SCOALA PRIMARA LELESE,LELESE,,
,2062100213,2061103184,,86810,86829,2062100213,HUNEDOARA,,,6 BIS,"""GRĂDINIŢA CU PROGRAM PRELUNGIT """"PRICHINDELUL"""" HUNEDOARA""",GRADINITA CU PROGRAM PRELUNGIT PRICHINDELUL HUNEDOARA,HUNEDOARA,I. L. CARAGIALE,
,2062101951,2061100154,,89428,89482,2062101951,HUNEDOARA,,,81,ŞCOALA PRIMARĂ MIHĂIEŞTI,SCOALA PRIMARA MIHAIESTI,MIHĂIEŞTI,,
,2062102165,2061103279,,90342,90360,2062102165,HUNEDOARA,,,,ŞCOALA PRIMARĂ BUCIUM,SCOALA PRIMARA BUCIUM,BUCIUM,,
,2062102025,2061100819,,89801,89847,2062102025,HUNEDOARA,,,112,ŞCOALA PRIMARĂ CHIMINDIA,SCOALA PRIMARA CHIMINDIA,CHIMINDIA,Principala,
,2062101309,2061100398,,86990,87004,2062101309,HUNEDOARA,,,14,GRĂDINIŢA CU PROGRAM PRELUNGIT + NORMAL NR 1 PETROŞANI,GRADINITA CU PROGRAM PRELUNGIT  NORMAL NR 1 PETROSANI,PETROŞANI,Constructorului,
29033871,2061103234,,529276,90538,90547,2061103234,HUNEDOARA,,,62,ŞCOALA GIMNAZIALĂ PUI,SCOALA GIMNAZIALA PUI,PUI,Republicii,
,2062100285,2061100579,,91624,91660,2062100285,HUNEDOARA,,,,ȘCOALA PRIMARĂ PĂCLIȘA,SCOALA PRIMARA PACLISA,PĂCLIŞA,,
,2062101223,2061103347,,89561,89589,2062101223,HUNEDOARA,,,,ŞCOALA PRIMARĂ AUREL VLAICU,SCOALA PRIMARA AUREL VLAICU,AUREL VLAICU,,
,2062102753,2061100597,,90878,90921,2062102753,HUNEDOARA,,,43,ȘCOALA PRIMARĂ OSTROV,SCOALA PRIMARA OSTROV,OSTROV,Principala,
28996962,2061100118,,528820,89954,90048,2061100118,HUNEDOARA,,,5,ȘCOALA GIMNAZIALĂ OHABA,SCOALA GIMNAZIALA OHABA,OHABA,Principala,
,2062102287,2061100923,,87139,87148,2062102287,HUNEDOARA,,,6,GRĂDINIȚA CU PROGRAM NORMAL NR 1 URICANI,GRADINITA CU PROGRAM NORMAL NR 1 URICANI,URICANI,Aleea Jiului,
,2062101639,2061100692,,87576,87585,2062101639,HUNEDOARA,,,19,GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2 HAŢEG,GRADINITA CU PROGRAM PRELUNGIT NR 2 HATEG,HAŢEG,Bisericilor,
4374016,2061100855,,1181796,87362,87371,2061100855,HUNEDOARA,,,2,"""LICEUL TEHNOLOGIC """"CRIȘAN"""" CRIȘCIOR""",LICEUL TEHNOLOGIC CRISAN CRISCIOR,CRIŞCIOR,BUNEI,
,2062101413,2061100317,,86810,86829,2062101413,HUNEDOARA,,,3,GRĂDINIŢA CU PROGRAM NORMAL NR 4 HUNEDOARA,GRADINITA CU PROGRAM NORMAL NR 4 HUNEDOARA,HUNEDOARA,Laminorului,
,2062101146,2061101119,,86687,86696,2062101146,HUNEDOARA,,,,GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2 DEVA,GRADINITA CU PROGRAM PRELUNGIT NR 2 DEVA,DEVA,Scarisoara,
