COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata,
,762102906,761105235,3917722,39328,39364,762102906,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 3 DRISLEA,SCOALA GIMNAZIALA NR 3 DRISLEA,DRISLEA,,,
,762101905,761104804,,36907,36943,762101905,BOTOŞANI,,,,SCOALA PRIMARA NR. 4 UNGUROAIA,SCOALA PRIMARA NR 4 UNGUROAIA,UNGUROAIA,UNGUROAIA,,
,762103233,761104392,,38456,38483,762103233,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 DOROBANTI,GRADINITA CU PROGRAM NORMAL NR 1 DOROBANTI,DOROBANŢI,DOROBANTI,,
,762104225,761105099,,36060,36079,762104225,BOTOŞANI,,,3,GRADINITA CU PROGRAM PRELUNGIT NR. 4 SAVENI,GRADINITA CU PROGRAM PRELUNGIT NR 4 SAVENI,SĂVENI,NICOLAE IORGA,,
34735791,761205391,,72147620,36006,36015,761205391,BOTOŞANI,,,112,F.E.G. EDUCATION SCOALA POSTLICEALA-FILIALA DOROHOI,F E G EDUCATION SCOALA POSTLICEALA FILIALA DOROHOI,DOROHOI,B-DUL VICTORIEI,,
8613922,761200142,,874255,35731,35740,761200142,BOTOŞANI,,,123,SCOALA PROFESIONALA DE COOPERATIE BOTOSANI,SCOALA PROFESIONALA DE COOPERATIE BOTOSANI,BOTOŞANI,CALEA NATIONALA,,
18319240,761104383,,1026300,35731,35740,761104383,BOTOŞANI,,,11,"""GRADINITA CU PROGRAM PRELUNGIT """"SOTRON"""" BOTOSANI""",GRADINITA CU PROGRAM PRELUNGIT SOTRON BOTOSANI,BOTOŞANI,OCTAV BANCILA,,
,762102015,761104962,,38321,38358,762102015,BOTOŞANI,,,,SCOALA PRIMARA NR. 3 SCUTARI,SCOALA PRIMARA NR 3 SCUTARI,SCUTARI,SCUTARI,,
,762102336,761105298,,37958,38009,762102336,BOTOŞANI,,,,SCOALA GIMNAZIALA NR.2 LIVENI MANOLEASA,SCOALA GIMNAZIALA NR 2 LIVENI MANOLEASA,LIVENI,LIVENI,,
25011749,761105384,,389121,37397,37404,761105384,BOTOŞANI,,,,SCOALA GIMNAZIALA NR 1 DUMENI,SCOALA GIMNAZIALA NR 1 DUMENI,DUMENI,DUMENI,,
3373411,761104926,,391760,39168,39177,761104926,BOTOŞANI,,,,"""LICEUL""""STEFAN D. LUCHIAN’’ STEFANESTI""",LICEULSTEFAN D LUCHIAN STEFANESTI,ŞTEFĂNEŞTI,STEFANESTI,,
,762102485,761105416,,38982,39042,762102485,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 3 SMIRDAN,GRADINITA CU PROGRAM NORMAL NR 3 SMIRDAN,SMÂRDAN,,,
21874127,761105036,,1253367,36809,36818,761105036,BOTOŞANI,,,,LICEUL TEHNOLOGIC COTUSCA,LICEUL TEHNOLOGIC COTUSCA,COŢUŞCA,COTUSCA,,
,762101683,761105348,,38161,38170,762101683,BOTOŞANI,,,,SCOALA PRIMARA NR. 1 MIHAILENI,SCOALA PRIMARA NR 1 MIHAILENI,MIHĂILENI,MIHAILENI,,
,762103821,761104564,,36952,36961,762103821,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 CRISTINESTI,GRADINITA CU PROGRAM NORMAL NR 1 CRISTINESTI,CRISTINEŞTI,CRISTINESTI,,
,762100221,761105099,,36060,36104,762100221,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR.6 CHISCARENI,GRADINITA CU PROGRAM NORMAL NR 6 CHISCARENI,CHIŞCĂRENI,CHISCARENI,,
14253941,761100126,,391148,39391,39408,761100126,BOTOŞANI,,,,"""SCOALA GIMNAZIALA """"TIBERIU CRUDU"""" TUDORA""",SCOALA GIMNAZIALA TIBERIU CRUDU TUDORA,TUDORA,,,
3585570,761104718,,983563,35731,35740,761104718,BOTOŞANI,,,7,"""COLEGIUL NATIONAL """"MIHAI EMINESCU"""" BOTOSANI""",COLEGIUL NATIONAL MIHAI EMINESCU BOTOSANI,BOTOŞANI,OCTAV ONICESCU,,
,762100411,761100094,,36499,36523,762100411,BOTOŞANI,,,,SCOALA PRIMARA NR. 3 PLESANI,SCOALA PRIMARA NR 3 PLESANI,PLEŞANI,PLESANI,,
,762102675,761100203,,39051,39060,762102675,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 SULITA,GRADINITA CU PROGRAM NORMAL NR 1 SULITA,SULIŢA,,,
,762101095,761104329,,37217,37235,762101095,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 5 BABICENI,GRADINITA CU PROGRAM NORMAL NR 5 BABICENI,BĂBICENI,BABICENI,,
,762103789,761104564,,36952,36970,762103789,BOTOŞANI,,,,SCOALA PRIMARA NR.2 BARANCA CRISTINESTI,SCOALA PRIMARA NR 2 BARANCA CRISTINESTI,BARANCA,BARANCA,,
,762103034,761105366,344,39738,39756,762103034,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL ’’CASUTA CU POVESTI’’ BREHUIESTI,GRADINITA CU PROGRAM NORMAL CASUTA CU POVESTI BREHUIESTI,BREHUIEŞTI,,,
,762102924,761105235,39177203,39328,39373,762102924,BOTOŞANI,,,,SCOALA PRIMARA NR. 2 IONASENI TRUSESTI,SCOALA PRIMARA NR 2 IONASENI TRUSESTI,IONĂŞENI,,,
,762101326,761104677,401,36756,36792,762101326,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 3 SARAFINESTI,GRADINITA CU PROGRAM NORMAL NR 3 SARAFINESTI,SARAFINEŞTI,SARAFINESTI,,
,762103251,761104392,390223,38456,38474,762103251,BOTOŞANI,,,,SCOALA PRIMARA NR. 2 DACIA,SCOALA PRIMARA NR 2 DACIA,DACIA,DACIA,,
34639352,761200169,,73047566,35731,35740,761200169,BOTOŞANI,,,123,"""SCOALA POSTLICEALA""""PROF. DR.DOC. ENESCU LONGINUS"""" BOTOSANI""",SCOALA POSTLICEALAPROF DR DOC ENESCU LONGINUS BOTOSANI,BOTOŞANI,CALEA NATIONALA,,
,762102078,761105407,,39122,39131,762102078,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 4 SENDRICENI,GRADINITA CU PROGRAM NORMAL NR 4 SENDRICENI,ŞENDRICENI,,,
,762103301,761104632,,39612,39649,762103301,BOTOŞANI,,,,SCOALA PRIMARA NR. 2 SAUCENITA,SCOALA PRIMARA NR 2 SAUCENITA,SAUCENIŢA,,,
,762100786,761105009,,37770,40027,762100786,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 2 VATRA HUDESTI,SCOALA GIMNAZIALA NR 2 VATRA HUDESTI,VATRA,VATRA,,
,762102318,761105298,,37958,37967,762102318,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 MANOLEASA,GRADINITA CU PROGRAM NORMAL NR 1 MANOLEASA,MANOLEASA,MANOLEASA,,
29046545,761104908,,387434,35731,35740,761104908,BOTOŞANI,,,89,SCOALA GIMNAZIALA NR 10 BOTOSANI,SCOALA GIMNAZIALA NR 10 BOTOSANI,BOTOŞANI,M. EMINESCU,,
,762101525,761105104,,38376,38385,762101525,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 MITOC,GRADINITA CU PROGRAM NORMAL NR 1 MITOC,MITOC,MITOC,,
,762101665,761105348,,38161,38214,762101665,BOTOŞANI,,,,SCOALA PRIMARA NR. 3 ROGOJESTI,SCOALA PRIMARA NR 3 ROGOJESTI,ROGOJEŞTI,ROGOJESTI,,
,762104044,761104415,,35946,35964,762104044,BOTOŞANI,,,67,SCOALA GIMNAZIALA NR.1 BAJURA DARABANI,SCOALA GIMNAZIALA NR 1 BAJURA DARABANI,BAJURA,ŞCOLII,,
3372033,761100108,,391746,36060,36079,761100108,BOTOŞANI,,,1,"""LICEUL TEORETIC """"DR. MIHAI CIUCA"""" SAVENI""",LICEUL TEORETIC DR MIHAI CIUCA SAVENI,SĂVENI,N. IORGA,,
23009793,761104736,,388787,37057,37066,761104736,BOTOŞANI,,,,SCOALA GIMNAZIALA NR 1 DINGENI,SCOALA GIMNAZIALA NR 1 DINGENI,DÂNGENI,,,
23416088,761105176,,390443,38679,38688,761105176,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 1 RAUSENI,SCOALA GIMNAZIALA NR 1 RAUSENI,RĂUŞENI,,,
,762104234,761104555,,37324,37388,762104234,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 VLADENI-DEAL,GRADINITA CU PROGRAM NORMAL NR 1 VLADENI DEAL,VLĂDENI-DEAL,VLADENI-DEAL,,
,762100438,761100094,,36499,36505,762100438,BOTOŞANI,,,,SCOALA PRIMARA NR 2 CALARASI,SCOALA PRIMARA NR 2 CALARASI,CĂLĂRAŞI,CALARASI,,
,762102693,761104971,2,37100,37155,762102693,BOTOŞANI,,,,SCOALA PRIMARA NR. 4 MURGUTA,SCOALA PRIMARA NR 4 MURGUTA,MURGUŢA,MURGUTA,,
18636907,741104441,,73645681,35731,35740,741104441,BOTOŞANI,,,6,CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA,CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA,BOTOŞANI,DIMITIE RALLET,,
,762103016,761105366,,39738,39747,762103016,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL ’’VOINICEII’’ VLADENI,GRADINITA CU PROGRAM NORMAL VOINICEII VLADENI,VLĂDENI,,,
,762103278,761104989,,36373,36391,762103278,BOTOŞANI,,,,SCOALA PRIMARA ’’SF.MARIA’’ POIANA BRAESTI,SCOALA PRIMARA SF MARIA POIANA BRAESTI,POIANA,POIANA,,
3372416,761100022,,1253393,35731,35740,761100022,BOTOŞANI,,,69,"""LICEUL DE ARTA """"STEFAN LUCHIAN"""" BOTOSANI""",LICEUL DE ARTA STEFAN LUCHIAN BOTOSANI,BOTOŞANI,MIHAIL EMINESCU,,
,762102051,761105407,83186302,39122,39140,762102051,BOTOŞANI,,,,SCOALA PRIMARA ’’STEFAN AIRINEI’’ HORLACENI,SCOALA PRIMARA STEFAN AIRINEI HORLACENI,HORLĂCENI,,,
33158881,761104695,,7391215,39417,39426,761104695,BOTOŞANI,,,66,SCOALA GIMNAZIALA NR. 1 UNGURENI,SCOALA GIMNAZIALA NR 1 UNGURENI,UNGURENI,EUGEN NECULAU,,
23295121,761104962,,390106,38321,38330,761104962,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 1 MILEANCA,SCOALA GIMNAZIALA NR 1 MILEANCA,MILEANCA,NILEANCA,,
,762101507,761104849,,35731,35740,762101507,BOTOŞANI,,,40,GRADINITA CU PROGRAM PRELUNGIT NR 10 BOTOSANI,GRADINITA CU PROGRAM PRELUNGIT NR 10 BOTOSANI,BOTOŞANI,TUDOR VLADIMIESCU,,
,762102779,761105262,,36300,36355,762102779,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 2 DRAXINI,GRADINITA CU PROGRAM NORMAL NR 2 DRAXINI,DRAXINI,DRAXINI,,
,762101647,761105348,,38161,38205,762101647,BOTOŞANI,,,,SCOALA PRIMARA NR. 2 PIRIU NEGRU,SCOALA PRIMARA NR 2 PIRIU NEGRU,PÂRÂU NEGRU,PARAU NEGRU,,
,762103866,761104406,,35731,35740,762103866,BOTOŞANI,,,9,"""GRADINITA CU PROGRAM PRELUNGIT """"MICII CERCETASI’’ BOTOSANI""",GRADINITA CU PROGRAM PRELUNGIT MICII CERCETASI BOTOSANI,BOTOŞANI,MAXIM GORKI,,
,762102734,761104971,3,37100,37137,762102734,BOTOŞANI,,,,SCOALA PRIMARA NR. 2 CISMANESTI,SCOALA PRIMARA NR 2 CISMANESTI,CIŞMĂNEŞTI,CISMANESTI,,
,762104062,761104415,,35946,35982,762104062,BOTOŞANI,,,27,SCOALA PRIMARA NR. 2 LISMANITA DARABANI,SCOALA PRIMARA NR 2 LISMANITA DARABANI,LISMĂNIŢA,SCOLII,,
,762103486,761100049,,37618,37636,762103486,BOTOŞANI,,,,"""SCOALA GIMNAZIALA """"PLATON CIUCA"""" BOROLEA""",SCOALA GIMNAZIALA PLATON CIUCA BOROLEA,BOROLEA,BOROLEA,,
,762102508,761105416,,38982,38991,762102508,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 1 SUHARAU,SCOALA GIMNAZIALA NR 1 SUHARAU,SUHARĂU,,,
26942982,761105158,,388414,39959,36701,761105158,BOTOŞANI,,,,SCOALA GIMNAZIALA NR.1 DIMACHENI,SCOALA GIMNAZIALA NR 1 DIMACHENI,DIMĂCHENI,PREOT GHEORGHE CIOMÎRTAN,,
4013364,761105407,,831863,39122,39131,761105407,BOTOŞANI,,,,"""LICEUL TEHNOLOGIC """"AL.VLAHUTA"""" SENDRICENI""",LICEUL TEHNOLOGIC AL VLAHUTA SENDRICENI,ŞENDRICENI,,,
3372629,761105185,,391693,35731,35740,761105185,BOTOŞANI,,,19,"""COLEGIUL NATIONAL """"A.T.LAURIAN"""" BOTOSANI""",COLEGIUL NATIONAL A T LAURIAN BOTOSANI,BOTOŞANI,NICOLAE IORGA,,
,762104216,761105099,,36060,36079,762104216,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 2 SAVENI,GRADINITA CU PROGRAM NORMAL NR 2 SAVENI,SĂVENI,SAVENI,,
,762103079,761104659,,36676,36694,762103079,BOTOŞANI,,,,SCOALA PRIMARA NR. 2 CARASA,SCOALA PRIMARA NR 2 CARASA,CARASA,CARASA,,
,762101362,761104677,403,36756,36783,762101362,BOTOŞANI,,,,SCOALA PRIMARA NR.2 MESTEACAN,SCOALA PRIMARA NR 2 MESTEACAN,MESTEACĂN,MESTEACAN,,
,762103296,761104302,,36649,36658,762103296,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 CORDARENI,GRADINITA CU PROGRAM NORMAL NR 1 CORDARENI,CORDĂRENI,CORDARENI,,
22740433,761105366,,387264,39738,39747,761105366,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 1 VLADENI,SCOALA GIMNAZIALA NR 1 VLADENI,VLĂDENI,,,
3372041,761105099,,387783,36060,36079,761105099,BOTOŞANI,,,3,SCOALA GIMNAZIALA NR.1 SAVENI,SCOALA GIMNAZIALA NR 1 SAVENI,SĂVENI,NICOLAE IORGA,,
,762105538,761104338,,39975,36587,762105538,BOTOŞANI,,,1,ŞCOALA PRIMARĂ NR. 1 BUDA COŞULA,SCOALA PRIMARA NR 1 BUDA COSULA,BUDA,BUDA,,
,762101629,761105348,,38161,38170,762101629,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 2 MIHAILENI,GRADINITA CU PROGRAM NORMAL NR 2 MIHAILENI,MIHĂILENI,MIHAILENI,,
,762103848,761100189,,36532,36550,762103848,BOTOŞANI,,,,SCOALA PRIMARA NR. 1 MOVILENI,SCOALA PRIMARA NR 1 MOVILENI,MOVILENI,MOVILENI,,
3372386,761104415,,387616,35946,35955,761104415,BOTOŞANI,,,76,"""SCOALA GIMNAZIALA """"LEON DANAILA"""" DARABANI""",SCOALA GIMNAZIALA LEON DANAILA DARABANI,DARABANI,01.dec,,
,762101199,761105226,,37734,37743,762101199,BOTOŞANI,,,,SCOALA PRIMARA NR. 2 HLIPICENI,SCOALA PRIMARA NR 2 HLIPICENI,HLIPICENI,HLIPICENI,,
,762100578,761104641,,38848,38866,762100578,BOTOŞANI,,,,SCOALA PRIMARA NR. 1 DAMIDENI,SCOALA PRIMARA NR 1 DAMIDENI,DĂMIDENI,,,
,762102716,761104971,5,37100,37164,762102716,BOTOŞANI,,,,SCOALA PRIMARA NR. 3 BRATENI DOBIRCENI,SCOALA PRIMARA NR 3 BRATENI DOBIRCENI,BRĂTENI,BRATENI,,
,762104008,761104582,,35839,35857,762104008,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 1 CISMEA,GRADINITA CU PROGRAM NORMAL NR 1 CISMEA,CIŞMEA,,,
21786742,761104772,,389913,38063,38072,761104772,BOTOŞANI,,,,"""SCOALA GIMNAZIALA """"MIHAI EMINESCU"""" IPOTESTI""",SCOALA GIMNAZIALA MIHAI EMINESCU IPOTESTI,IPOTEŞTI,IPOTESTI,,
,762102155,761104311,,38580,38624,762102155,BOTOŞANI,,,,GRĂDINIŢA CU PROGRAM NORMAL NR. 2 MILETIN,GRADINITA CU PROGRAM NORMAL NR 2 MILETIN,MILETIN,,,
,762100809,761105009,,37770,40027,762100809,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 2 VATRA,GRADINITA CU PROGRAM NORMAL NR 2 VATRA,VATRA,VATRA,,
24861393,761105425,,387317,39792,39809,761105425,BOTOŞANI,,,67,"""SCOALA PROFESIONALA""""GHEORGHE BURAC"""" VLASINESTI""",SCOALA PROFESIONALAGHEORGHE BURAC VLASINESTI,VLĂSINEŞTI,eroilor,,
29089368,761105131,,1117824,35731,35740,761105131,BOTOŞANI,,,9,SCOALA GIMNAZIALA NR 2 BOTOSANI,SCOALA GIMNAZIALA NR 2 BOTOSANI,BOTOŞANI,PARCUL TINERETULUI,,
,762103052,761104659,,36676,36747,762103052,BOTOŞANI,,,,SCOALA PRIMARA NR. 3 VLADENI,SCOALA PRIMARA NR 3 VLADENI,VLĂDENI,VLADENI,,
,762103726,761104338,,39975,36630,762103726,BOTOŞANI,,,,SCOALA PRIMARA NR. 3 SUPITCA,SCOALA PRIMARA NR 3 SUPITCA,ŞUPITCA,SUPITCA,,
,762102892,761105235,11608191,39328,39337,762102892,BOTOŞANI,,,,SCOALA GIMNAZIALA NR.1 TRUSESTI,SCOALA GIMNAZIALA NR 1 TRUSESTI,TRUŞEŞTI,,,
,762102096,761105407,83186307,39122,39131,762102096,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 1 SENDRICENI,GRADINITA CU PROGRAM NORMAL NR 1 SENDRICENI,ŞENDRICENI,,,
21717807,761105303,,387848,36131,36140,761105303,BOTOŞANI,,,,SCOALA GIMNAZIALA NR 1 ALBESTI,SCOALA GIMNAZIALA NR 1 ALBESTI,ALBEŞTI,ALBESTI,,
,762101819,761104519,,39220,39239,762101819,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 STIUBIENI,GRADINITA CU PROGRAM NORMAL NR 1 STIUBIENI,ŞTIUBIENI,,,
,762101543,761104546,,36006,36015,762101543,BOTOŞANI,,,75,"""GRADINITA CU PROGRAM PRELUNGIT """"ALBA CA ZAPADA"""" DOROHOI""",GRADINITA CU PROGRAM PRELUNGIT ALBA CA ZAPADA DOROHOI,DOROHOI,B-DUL VICTORIEI,,
,762105511,761105009,,37770,37805,762105511,BOTOŞANI,,,1,GRADINIŢA CU PROGRAM NORMAL NR. 4 BARANCA HUDEŞTI,GRADINITA CU PROGRAM NORMAL NR 4 BARANCA HUDESTI,BARANCA,BARANCA,,
,762101602,761104926,,39168,39186,762101602,BOTOŞANI,,,,SCOALA PRIMARA NR.4 BADIUTI,SCOALA PRIMARA NR 4 BADIUTI,BĂDIUŢI,,,
23578071,761104433,,387484,35759,35811,761104433,BOTOŞANI,,,,SCOALA GIMNAZIALA NR.1 ORĂŞENI-DEAL,SCOALA GIMNAZIALA NR 1 ORASENI DEAL,ORĂŞENI-DEAL,ORASENI-DEAL,,
,762100637,761104709,,39983,39113,762100637,BOTOŞANI,,,,SCOALA PRIMARA NR.3 SOLDANESTI,SCOALA PRIMARA NR 3 SOLDANESTI,ŞOLDĂNEŞTI,SOLDANESTI,,
,762100551,761105036,,36809,36872,762100551,BOTOŞANI,,,,SCOALA GIMNAZIALA NR.3 NICHITENI,SCOALA GIMNAZIALA NR 3 NICHITENI,NICHITENI,NICHITENI,,
,762104026,761104582,,35839,35875,762104026,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 2 ROSIORI,SCOALA GIMNAZIALA NR 2 ROSIORI,ROŞIORI,,,
23012322,761105113,,390235,38492,38508,761105113,BOTOŞANI,,,,"""SCOALA GIMNAZIALA """"DOCTOR PARTENIE CIOPRON’’ PALTINIS""",SCOALA GIMNAZIALA DOCTOR PARTENIE CIOPRON PALTINIS,PĂLTINIŞ,,,
,762103554,761104374,,36006,36015,762103554,BOTOŞANI,,,51,GRADINITA CU PROGRAM PRELUNGIT NR. 6 DOROHOI,GRADINITA CU PROGRAM PRELUNGIT NR 6 DOROHOI,DOROHOI,GRIGORE GHICA,,
,762103138,761104695,,39417,39523,762103138,BOTOŞANI,,,,SCOALA PRIMARA NR. 4 VICOLENI,SCOALA PRIMARA NR 4 VICOLENI,VICOLENI,,,
,762102173,761104311,,38580,38615,762102173,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 4 LUPARIA,GRADINITA CU PROGRAM NORMAL NR 4 LUPARIA,LUPĂRIA,,,
,762100827,761105009,,37770,37814,762100827,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 MLENAUTI,GRADINITA CU PROGRAM NORMAL NR 1 MLENAUTI,MLENĂUŢI,MLENAUTI,,
,762100596,761104478,,38731,38740,762100596,BOTOŞANI,,,,GRĂDINIȚA CU PROGRAM NORMAL NR 1 RIPICENI,GRADINITA CU PROGRAM NORMAL NR 1 RIPICENI,RIPICENI,,,
,762102544,761105416,739078007,38982,39024,762102544,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 4 OROFTIANA,GRADINITA CU PROGRAM NORMAL NR 4 OROFTIANA,OROFTIANA,,,
,762101014,761105312,12533810,39872,39925,762101014,BOTOŞANI,,,,SCOALA GIMNAZIALA ’’LUCA ARBORE’’ VORONA MARE,SCOALA GIMNAZIALA LUCA ARBORE VORONA MARE,VORONA MARE,,,
,762103468,761100135,5555,35884,35928,762103468,BOTOŞANI,,,,SCOALA PRIMARA NR. 3 VICTORIA,SCOALA PRIMARA NR 3 VICTORIA,VICTORIA,,,
,762104252,761104555,,37324,37351,762104252,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 3 RADENI,SCOALA GIMNAZIALA NR 3 RADENI,RĂDENI,RADENI,,
,762103708,761104338,,39975,36621,762103708,BOTOŞANI,,,,SCOALA PRIMARA NR. 2 PADURENI,SCOALA PRIMARA NR 2 PADURENI,PĂDURENI,PADURENI,,
26043331,761105321,,390039,38241,38250,761105321,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 1 MIHALASENI,SCOALA GIMNAZIALA NR 1 MIHALASENI,MIHĂLĂŞENI,MIHALASENI,,
,762101837,761104433,,35759,35802,762101837,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 2 MANASTIREA DOAMNEI,SCOALA GIMNAZIALA NR 2 MANASTIREA DOAMNEI,MĂNĂSTIREA DOAMNEI,MANASTIREA DOAMNEI,,
26016841,761104632,,391394,39612,39621,761104632,BOTOŞANI,,,,SCOALA GIMNAZIALA NR.1 VACULESTI,SCOALA GIMNAZIALA NR 1 VACULESTI,VĂCULEŞTI,,,
,762103884,761104668,,37672,37725,762103884,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 3 EZER,SCOALA GIMNAZIALA NR 3 EZER,IEZER,IEZER,,
3860336,761104451,,802032,35731,35740,761104451,BOTOŞANI,,,9,"""LICEUL TEHNOLOGIC """"PETRU RAREŞ’’ BOTOSANI""",LICEUL TEHNOLOGIC PETRU RARES BOTOSANI,BOTOŞANI,CALUGARENI,,
25990485,761104989,,388139,36373,36382,761104989,BOTOŞANI,,,,"""SCOALA GIMNAZIALA """"GHEORGHE COMAN’’ BRAESTI""",SCOALA GIMNAZIALA GHEORGHE COMAN BRAESTI,BRĂEŞTI,BRAESTI,,
,762100619,761104709,,39983,39088,762100619,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 2 CERCHEJENI BLANDESTI,GRADINITA CU PROGRAM NORMAL NR 2 CERCHEJENI BLANDESTI,CERCHEJENI,CERCHEJENI,,
,762102286,761100117,,40035,36293,762102286,BOTOŞANI,,,,SCOALA PRIMARA NR.2 ZOITANI,SCOALA PRIMARA NR 2 ZOITANI,ZOIŢANI,ZOITANI,,
,762100533,761105036,,36809,36845,762100533,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 1 CRASNALEUCA,SCOALA GIMNAZIALA NR 1 CRASNALEUCA,CRASNALEUCA,CRASNALEUCA,,
,762102752,761105262,,36300,36328,762102752,BOTOŞANI,,,,SCOALA PRIMARA NR.2 BALUSENII NOI,SCOALA PRIMARA NR 2 BALUSENII NOI,BĂLUŞENII NOI,BALUSENII NOI,,
,762100284,761105167,,37173,37191,762100284,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 2 PODRIGA,GRADINITA CU PROGRAM NORMAL NR 2 PODRIGA,PODRIGA,PODRIGA,,
,762103391,761104998,,38544,38553,762103391,BOTOŞANI,,,,SCOALA PRIMARA NR. 1 POMIRLA,SCOALA PRIMARA NR 1 POMIRLA,POMÂRLA,,,
,762101222,761105226,,37734,37743,762101222,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 2 HLIPICENI,GRADINITA CU PROGRAM NORMAL NR 2 HLIPICENI,HLIPICENI,HLIPICENI,,
,762103572,761104496,,38893,38900,762103572,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 SANTA MARE,GRADINITA CU PROGRAM NORMAL NR 1 SANTA MARE,SANTA MARE,,,
,762102119,761105407,83186306,39122,39159,762102119,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR.2 PADURENI SENDRICENI,GRADINITA CU PROGRAM NORMAL NR 2 PADURENI SENDRICENI,PĂDURENI,,,
,762100845,761105384,,37397,37440,762100845,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 3 STINCA GEORGE ENESCU,GRADINITA CU PROGRAM NORMAL NR 3 STINCA GEORGE ENESCU,STÂNCA,STANCA,,
3372580,761104849,,391801,35731,35740,761104849,BOTOŞANI,,,65,"""LICEUL PEDAGOGIC """"NICOLAE IORGA"""" BOTOSANI""",LICEUL PEDAGOGIC NICOLAE IORGA BOTOSANI,BOTOŞANI,I.I.C. BRATIANU,,
,762102562,761105416,739078001,38982,39024,762102562,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 4 OROFTIANA,SCOALA GIMNAZIALA NR 4 OROFTIANA,OROFTIANA,,,
,762101032,761100126,,39391,39408,762101032,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 TUDORA,GRADINITA CU PROGRAM NORMAL NR 1 TUDORA,TUDORA,,,
,762103762,761104564,,36952,36961,762103762,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 5 CRISTINESTI,GRADINITA CU PROGRAM NORMAL NR 5 CRISTINESTI,CRISTINEŞTI,CRISTINESTI,,
,762103183,761104953,,38811,38839,762103183,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR.3 COTIRGACI,GRADINITA CU PROGRAM NORMAL NR 3 COTIRGACI,COTÂRGACI,,,
,762101855,761104433,,35759,35768,762101855,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 2 CURTESTI,GRADINITA CU PROGRAM NORMAL NR 2 CURTESTI,CURTEŞTI,CURTESTI,,
,762101588,761104926,,39168,39177,762101588,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 STEFANESTI,GRADINITA CU PROGRAM NORMAL NR 1 STEFANESTI,ŞTEFĂNEŞTI,,,
