COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata,
4122400,361100263,,333919,16944,16953,361100263,ARGEŞ,,,297,"""ȘCOALA GIMNAZIALĂ """"GENERAL C-TIN CRISTESCU"""" LUNCA CORBULUI""",SCOALA GIMNAZIALA GENERAL C TIN CRISTESCU LUNCA CORBULUI,LUNCA CORBULUI,PRINCIPALĂ,,
,362105716,361104656,,17049,17058,362105716,ARGEŞ,,,,ŞCOALA PRIMARA TUFANU,SCOALA PRIMARA TUFANU,MĂLURENI,,,
4318288,361105033,,332509,14940,14959,361105033,ARGEŞ,,,82,ȘCOALA GIMNAZIALĂ VULPEȘTI-BUZOIEȘTI,SCOALA GIMNAZIALA VULPESTI BUZOIESTI,VULPEŞTI,GHEORGHE VULPESCU,,
,362101653,361100082,,13490,13506,362101653,ARGEŞ,,,111,ȘCOALA PRIMARĂ GRĂDIȘTE,SCOALA PRIMARA GRADISTE,CÂMPULUNG,MAREŞAL ION ANTONESCU,,
,362101124,361104181,,14165,14254,362101124,ARGEŞ,,,1,ȘCOALA GIMNAZIALĂ VALEA LUI ENACHE,SCOALA GIMNAZIALA VALEA LUI ENACHE,VALEA LUI ENACHE,PRINCIPALĂ,,
,362100385,361104041,,15901,15929,362100385,ARGEŞ,,,1,ȘCOALA PRIMARĂ JUPÂNEȘTI,SCOALA PRIMARA JUPANESTI,JUPÂNEŞTI,PRINCIPALĂ,,
29413196,361104801,,316480,13490,13506,361104801,ARGEŞ,,,139,"""GRĂDINIȚA CU PROGRAM PRELUNGIT """"SFÂNTUL NICOLAE"""" CÂMPULUNG""",GRADINITA CU PROGRAM PRELUNGIT SFANTUL NICOLAE CAMPULUNG,CÂMPULUNG,NEGRU VODĂ,,
,362105924,361103913,,15233,15297,362105924,ARGEŞ,,,,GRĂDINIŢA CU PROGRAM NORMAL RECEA-CĂTEASCA,GRADINITA CU PROGRAM NORMAL RECEA CATEASCA,GRUIU,,,
4318377,361103474,,333279,15983,15992,361103474,ARGEŞ,,,248,ȘCOALA GIMNAZIALĂ COTMEANA,SCOALA GIMNAZIALA COTMEANA,COTMEANA,PRINCIPALĂ,,
,362102265,361103922,,19007,19034,362102265,ARGEŞ,,,,ŞCOALA PRIMARĂ IOAN RIZESCU,SCOALA PRIMARA IOAN RIZESCU,CERŞANI,,,
,362101463,361104516,,13392,13409,362101463,ARGEŞ,,,1,ȘCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTI,SCOALA GIMNAZIALA NR 1 STEFANESTI,ŞTEFĂNEŞTI,NAŢIONALĂ BUCUREŞTI,,
4469248,361104023,,326409,13169,13178,361104023,ARGEŞ,,,125,"""GRĂDINIȚA CU PROGRAM PRELUNGIT """"FLOARE DE COLȚ"""" PITEȘTI""",GRADINITA CU PROGRAM PRELUNGIT FLOARE DE COLT PITESTI,PITEŞTI,CRAIOVEI,,
,362100738,361104959,,16285,16294,362100738,ARGEŞ,,,1,ȘCOALA PRIMARĂ OLTEANCA,SCOALA PRIMARA OLTEANCA,DAVIDEŞTI,PRINCIPALĂ,,
,362102107,361103827,,19560,19588,362102107,ARGEŞ,,,,GRADINITA CU PROGRAM NORMAL COLTU,GRADINITA CU PROGRAM NORMAL COLTU,COLŢU,,,
5009990,361104588,,336037,13169,13178,361104588,ARGEŞ,,,34,"""COLEGIUL NAȚIONAL """"ZINCA GOLESCU"""" PITEȘTI""",COLEGIUL NATIONAL ZINCA GOLESCU PITESTI,PITEŞTI,EGALITĂȚII,,
,362106174,361100272,,18331,18368,362106174,ARGEŞ,,,D,SCOALA PRIMARA FURDUIESTI,SCOALA PRIMARA FURDUIESTI,FURDUEŞTI,DD,,
,362105485,361105078,,13169,13178,362105485,ARGEŞ,,,,GRĂDINIŢA CU PROGRAM NORMAL NR.11 PITEŞTI,GRADINITA CU PROGRAM NORMAL NR 11 PITESTI,PITEŞTI,,,
,362101816,361104276,,13169,13178,362101816,ARGEŞ,,,,ȘCOALA GIMNAZIALĂ NR. 1 PITEȘTI,SCOALA GIMNAZIALA NR 1 PITESTI,PITEŞTI,NICOLAE BALCESCU NR.29,,
,362106287,361103587,,17496,17548,362106287,ARGEŞ,,,D,GRADINITA CU PROGRAM NORMAL HINTESTI,GRADINITA CU PROGRAM NORMAL HINTESTI,HINŢEŞTI,GGG,,
,362105734,361104656,,17049,17094,362105734,ARGEŞ,,,,ŞCOALA GIMNAZIALĂ ZARNESTI MĂLURENI,SCOALA GIMNAZIALA ZARNESTI MALURENI,MĂLURENI,,,
5010056,361100245,,1180424,13490,13506,361100245,ARGEŞ,,,1,COLEGIUL TEHNIC CÂMPULUNG,COLEGIUL TEHNIC CAMPULUNG,CÂMPULUNG,BRAȘOVULUI,,
4318318,361103628,,334443,17619,17655,361103628,ARGEŞ,,,38,ȘCOALA GIMNAZIALĂ MUȘĂTEȘTI,SCOALA GIMNAZIALA MUSATESTI,MUSĂŢEŞTI,PRINCIPALĂ,,
5010072,361100028,,336076,13622,13631,361100028,ARGEŞ,,,131,"""COLEGIUL NAȚIONAL """"VLAICU VODĂ"""" CURTEA DE ARGEȘ""",COLEGIUL NATIONAL VLAICU VODA CURTEA DE ARGES,CURTEA DE ARGEŞ,NEGRU VODĂ,,
4317908,361105051,,331050,13169,13178,361105051,ARGEŞ,,,5,"""ȘCOALA GIMNAZIALĂ """"NICOLAE IORGA"""" PITEȘTI""",SCOALA GIMNAZIALA NICOLAE IORGA PITESTI,PITEŞTI,RÂURILOR,,
,362101106,361103655, ,14272,14307,362101106,ARGEŞ,,,1,ȘCOALA PRIMARĂ PRIBOAIA-GOLEȘTI,SCOALA PRIMARA PRIBOAIA GOLESTI,GOLEŞTI,PRINCIPALĂ,,
32055229,361206353,,32055229,13169,13178,361206353,ARGEŞ,,,5,"""ŞCOALA PRIMARA """"CASTELUL PIRATILOR""""""",SCOALA PRIMARA CASTELUL PIRATILOR,PITEŞTI,"""Pitesti", cartier Gavana III," Str. Petre Ispirescu nr."""
4121935,361104828,,1142406,13301,13310,361104828,ARGEŞ,,,01.mar,LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI,LICEUL TEHNOLOGIC CONSTRUCTII DE MASINI MIOVENI,MIOVENI,UZINEI,,
,362100503,361104475,,15448,15466,362100503,ARGEŞ,,,1,GRĂDINIȚA CU PROGRAM NORMAL BĂRĂȘTI,GRADINITA CU PROGRAM NORMAL BARASTI,BĂRĂŞTI,PRINCIPALĂ,,
,362100729,361104959,,16285,16310,362100729,ARGEŞ,,,1,GRĂDINIȚA CU PROGRAM NORMAL VOROVENI,GRADINITA CU PROGRAM NORMAL VOROVENI,VOROVENI,PRINCIPALĂ,,
,362105906,361103845,,15741,15787,362105906,ARGEŞ,,,,ŞCOALA PRIMARĂ OESTI PĂMANTENI,SCOALA PRIMARA OESTI PAMANTENI,CORBENI,,,
,362103085,361104656,,17049,17067,362103085,ARGEŞ,,,,ŞCOALA PRIMARĂ BUNEŞTI,SCOALA PRIMARA BUNESTI,BUNEŞTI,,,
