COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata
,1662101682,1661101931,,71055,71117,1662101682,DOLJ,,,,SCOALA GIMNAZIALA TATOMIRESTI,SCOALA GIMNAZIALA TATOMIRESTI,TATOMIREŞTI,,
4711642,1661105478,,844341,69900,69919,1661105478,DOLJ,,,101,"""LICEUL TEHNOLOGIC """"GEORGE BIBESCU"""" CRAIOVA""",LICEUL TEHNOLOGIC GEORGE BIBESCU CRAIOVA,CRAIOVA,CONSTANTIN BRÂNCOVEANU,
,1662103779,1661104536,,74359,74386,1662103779,DOLJ,,,,SCOALA PRIMARA CACIULATU,SCOALA PRIMARA CACIULATU,CĂCIULATU,,
,1662100315,1661106063,,72604,72613,1662100315,DOLJ,,,,GRADINITA CU PROGRAM NORMAL GOGOSU,GRADINITA CU PROGRAM NORMAL GOGOSU,GOGOŞU,,
,1662101307,1661105252,,73102,73111,1662101307,DOLJ,,,,GRADINITA CU PROGRAM NORMAL MELINESTI,GRADINITA CU PROGRAM NORMAL MELINESTI,MELINEŞTI,,
,1662100722,1661105935,,74108,74117,1662100722,DOLJ,,,,GRADINITA CU PROGRAM NORMAL SEACA DE CAMP,GRADINITA CU PROGRAM NORMAL SEACA DE CAMP,SEACA DE CÂMP,,
5047047,1661101985,,1181485,70414,70423,1661101985,DOLJ,,,,"""LICEUL TEHNOLOGIC """"DIMITRIE FILISANU"""" FILIASI""",LICEUL TEHNOLOGIC DIMITRIE FILISANU FILIASI,FILIAŞI,"""BLD.RACOTEANU","NR.178"""
,1662103892,1661106122,,70316,70325,1662103892,DOLJ,,,,GRADINITA CU PROGRAM NORMAL NR. 2 BAILESTI,GRADINITA CU PROGRAM NORMAL NR 2 BAILESTI,BĂILEŞTI,,
5155367,1661104857,,478910,70879,70888,1661104857,DOLJ,,,12,LICEUL TEORETIC BECHET,LICEUL TEORETIC BECHET,BECHET,,
17104847,1661105727,,486230,69900,69919,1661105727,DOLJ,,,,"""GRADINITA CU PROGRAM PRELUNGIT """"PARADISUL COPIILOR"""" CRAIOVA""",GRADINITA CU PROGRAM PRELUNGIT PARADISUL COPIILOR CRAIOVA,CRAIOVA,,
,1662103476,1661105998,,69964,69973,1662103476,DOLJ,,,,GRADINITA CU PROGRAM PRELUNGIT BUCOVAT,GRADINITA CU PROGRAM PRELUNGIT BUCOVAT,BUCOVĂŢ,,
,1662104174,1661104495,,72409,72418,1662104174,DOLJ,,,,GRADINITA CU PROGRAM NORMAL GHERCESTI,GRADINITA CU PROGRAM NORMAL GHERCESTI,GHERCEŞTI,,
